Id,AssessmentTaskDefinitionId,AssessmentTaskDefinition.Name,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,AssessmentIndDefinition.Category__c,AssessmentIndDefinition.PHOCSParentId__r.Name,$$AssessmentTaskDefinition.Name$AssessmentIndDefinition.Name$AssessmentIndDefinition.Category__c$AssessmentIndDefinition.PHOCSParentId__r.Name,AssessmentIndDefinition.$$Name$Category__c$PHOCSParentId__r.Name
0dtbZ0000002z37QAA,0Z4bZ0000000HdlSAE,Sanitation,0eubZ0000000V5xQAE,Incomplete records or available upon request.,Sanitation,"Sanitation program is adequate, being followed and records are maintained.","Sanitation;Incomplete records or available upon request.;Sanitation;Sanitation program is adequate, being followed and records are maintained.","Incomplete records or available upon request.;Sanitation;Sanitation program is adequate, being followed and records are maintained."
0dtbZ0000002z38QAA,0Z4bZ0000000HdlSAE,Sanitation,0eubZ0000000V5yQAE,Cleaning equipment not functioning.,Sanitation,"Sanitation program is adequate, being followed and records are maintained.","Sanitation;Cleaning equipment not functioning.;Sanitation;Sanitation program is adequate, being followed and records are maintained.","Cleaning equipment not functioning.;Sanitation;Sanitation program is adequate, being followed and records are maintained."
0dtbZ0000002z39QAA,0Z4bZ0000000HdlSAE,Sanitation,0eubZ0000000V5zQAE,Chemical concentration of the cleaning and sanitizing products incorrect.,Sanitation,"Sanitation program is adequate, being followed and records are maintained.","Sanitation;Chemical concentration of the cleaning and sanitizing products incorrect.;Sanitation;Sanitation program is adequate, being followed and records are maintained.","Chemical concentration of the cleaning and sanitizing products incorrect.;Sanitation;Sanitation program is adequate, being followed and records are maintained."
0dtbZ0000002z3AQAQ,0Z4bZ0000000HdlSAE,Sanitation,0eubZ0000000V60QAE,"Standing water, debris or waste present.",Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.,"Sanitation;Standing water, debris or waste present.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.","Standing water, debris or waste present.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations."
0dtbZ0000002z3BQAQ,0Z4bZ0000000HdlSAE,Sanitation,0eubZ0000000V61QAE,Conditions leading to harbourage of pests.,Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.,Sanitation;Conditions leading to harbourage of pests.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.,Conditions leading to harbourage of pests.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.
0dtbZ0000002z3CQAQ,0Z4bZ0000000HdlSAE,Sanitation,0eubZ0000000V62QAE,Not approved or not meeting the requirements.,Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.,Sanitation;Not approved or not meeting the requirements.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.,Not approved or not meeting the requirements.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.
0dtbZ0000002z3DQAQ,0Z4bZ0000000HdlSAE,Sanitation,0eubZ0000000V63QAE,May contribute to contamination.,Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.,Sanitation;May contribute to contamination.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.,May contribute to contamination.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.
0dtbZ0000002z3EQAQ,0Z4bZ0000000HdlSAE,Sanitation,0eubZ0000000V64QAE,Damaged or in need of repair.,Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.,Sanitation;Damaged or in need of repair.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.,Damaged or in need of repair.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.
0dtbZ0000002z3FQAQ,0Z4bZ0000000HdlSAE,Sanitation,0eubZ0000000V65QAE,"Standing water, debris or waste present.",Sanitation,Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.,"Sanitation;Standing water, debris or waste present.;Sanitation;Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.","Standing water, debris or waste present.;Sanitation;Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness."
0dtbZ0000002z3GQAQ,0Z4bZ0000000HdlSAE,Sanitation,0eubZ0000000V66QAE,Not approved or not potable.,Sanitation,Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.,Sanitation;Not approved or not potable.;Sanitation;Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.,Not approved or not potable.;Sanitation;Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.
0dtbZ0000002z3HQAQ,0Z4bZ0000000HdlSAE,Sanitation,0eubZ0000000V67QAE,"Damaged, leaking or in need of repair.",Sanitation,Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.,"Sanitation;Damaged, leaking or in need of repair.;Sanitation;Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.","Damaged, leaking or in need of repair.;Sanitation;Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness."
0dtbZ0000002z3IQAQ,0Z4bZ0000000HdlSAE,Sanitation,0eubZ0000000V68QAE,May contribute to contamination.,Sanitation,Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.,Sanitation;May contribute to contamination.;Sanitation;Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.,May contribute to contamination.;Sanitation;Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.
0dtbZ0000002z3JQAQ,0Z4bZ0000000HdlSAE,Sanitation,0eubZ0000000V69QAE,Hot or cold water not present or inadequate pressure.,Sanitation,Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.,Sanitation;Hot or cold water not present or inadequate pressure.;Sanitation;Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.,Hot or cold water not present or inadequate pressure.;Sanitation;Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.
0dtbZ0000002z3KQAQ,0Z4bZ0000000HdmSAE,Exterior,0eubZ0000000V6AQAU,"Standing water, debris or waste present.",Exterior,Exterior of the dairy plant is free of potential sources of contamination.,"Exterior;Standing water, debris or waste present.;Exterior;Exterior of the dairy plant is free of potential sources of contamination.","Standing water, debris or waste present.;Exterior;Exterior of the dairy plant is free of potential sources of contamination."
0dtbZ0000002z3LQAQ,0Z4bZ0000000HdmSAE,Exterior,0eubZ0000000V6BQAU,Harbourage of pests.,Exterior,Exterior of the dairy plant is free of potential sources of contamination.,Exterior;Harbourage of pests.;Exterior;Exterior of the dairy plant is free of potential sources of contamination.,Harbourage of pests.;Exterior;Exterior of the dairy plant is free of potential sources of contamination.
0dtbZ0000002z3MQAQ,0Z4bZ0000000HdmSAE,Exterior,0eubZ0000000V6CQAU,Not approved.,Exterior,Exterior of the dairy plant is free of potential sources of contamination.,Exterior;Not approved.;Exterior;Exterior of the dairy plant is free of potential sources of contamination.,Not approved.;Exterior;Exterior of the dairy plant is free of potential sources of contamination.
0dtbZ0000002z3NQAQ,0Z4bZ0000000HdmSAE,Exterior,0eubZ0000000V6DQAU,Damaged or in need of repair.,Exterior,Exterior of the dairy plant is free of potential sources of contamination.,Exterior;Damaged or in need of repair.;Exterior;Exterior of the dairy plant is free of potential sources of contamination.,Damaged or in need of repair.;Exterior;Exterior of the dairy plant is free of potential sources of contamination.
0dtbZ0000002z3OQAQ,0Z4bZ0000000HdmSAE,Exterior,0eubZ0000000V6EQAU,Other sources of contamination.,Exterior,Exterior of the dairy plant is free of potential sources of contamination.,Exterior;Other sources of contamination.;Exterior;Exterior of the dairy plant is free of potential sources of contamination.,Other sources of contamination.;Exterior;Exterior of the dairy plant is free of potential sources of contamination.
0dtbZ0000002z3PQAQ,0Z4bZ0000000HdnSAE,Ingredients,0eubZ0000000V6FQAU,Storage not segregated.,Ingredients,All ingredients and supplies protected from contamination during storage.,Ingredients;Storage not segregated.;Ingredients;All ingredients and supplies protected from contamination during storage.,Storage not segregated.;Ingredients;All ingredients and supplies protected from contamination during storage.
0dtbZ0000002z3QQAQ,0Z4bZ0000000HdnSAE,Ingredients,0eubZ0000000V6GQAU,Handling or processing not segregated.,Ingredients,All ingredients and supplies protected from contamination during storage.,Ingredients;Handling or processing not segregated.;Ingredients;All ingredients and supplies protected from contamination during storage.,Handling or processing not segregated.;Ingredients;All ingredients and supplies protected from contamination during storage.
0dtbZ0000002z3RQAQ,0Z4bZ0000000HdnSAE,Ingredients,0eubZ0000000V6HQAU,Products not labelled clearly or meeting the requirements.,Ingredients,All ingredients and supplies protected from contamination during storage.,Ingredients;Products not labelled clearly or meeting the requirements.;Ingredients;All ingredients and supplies protected from contamination during storage.,Products not labelled clearly or meeting the requirements.;Ingredients;All ingredients and supplies protected from contamination during storage.
0dtbZ0000002z3SQAQ,0Z4bZ0000000HdnSAE,Ingredients,0eubZ0000000V6IQAU,Not from an approved source or may contribute to contamination.,Ingredients,All ingredients and supplies protected from contamination during storage.,Ingredients;Not from an approved source or may contribute to contamination.;Ingredients;All ingredients and supplies protected from contamination during storage.,Not from an approved source or may contribute to contamination.;Ingredients;All ingredients and supplies protected from contamination during storage.
0dtbZ0000002z3TQAQ,0Z4bZ0000000HdnSAE,Ingredients,0eubZ0000000V6JQAU,Product handled inappropriately.,Ingredients,All ingredients and supplies protected from contamination during storage.,Ingredients;Product handled inappropriately.;Ingredients;All ingredients and supplies protected from contamination during storage.,Product handled inappropriately.;Ingredients;All ingredients and supplies protected from contamination during storage.
0dtbZ0000002z3UQAQ,0Z4bZ0000000HdnSAE,Ingredients,0eubZ0000000V6KQAU,Leaked or overflowed milk not discarded or utilized appropriately.,Ingredients,"Dairy products for livestock and animal feed are handled, treated, processed and stored away from milk products intended for human consumption.","Ingredients;Leaked or overflowed milk not discarded or utilized appropriately.;Ingredients;Dairy products for livestock and animal feed are handled, treated, processed and stored away from milk products intended for human consumption.","Leaked or overflowed milk not discarded or utilized appropriately.;Ingredients;Dairy products for livestock and animal feed are handled, treated, processed and stored away from milk products intended for human consumption."
